Kurochan,Blacks
Kurombo,Blacks
Kushi,Blacks
Kuthi,Indians
Kwai-lo,Whites
Labanc,Austrians
Labus,Latvians
Lamb Chop,Greeks
Lamington,Australian Aboriginals
Lamp Shade,Jews
Land Torpedo,Arabs
Lando,Blacks
Landscaper,Mexicans
Landya,Arabs
Langosta/Langostina,Cubans
Lao-Mo,Hispanics
Lao-wai,Whites
Laplander,Sami
Laposta,Italians
Lapp,Sami
Larrikin,Australians
Lassie,Whites
Latifah,Blacks
Latrino,Hispanics
Latte,Mixed Races
Latvo,Latvians
Lava Lamp,Hawaiians
Lava Nigger,Hawaiians
Lawn Jockey,Blacks
Lawnmower,Mexicans
LBD,Non-Whites
LBFM,Filipinos
Leafblower,Hispanics
Leb/Lebbo,Lebanese
Leche,Whites
Lefty,Arabs
Lego,Asians
Lemonhead,Asians
Leprechaun,Irish
Leprecoon,Blacks
Leroy,Blacks
LeRoy Rogers,Blacks
Levar,Blacks
Lice,Whites
Lice-Nester,Whites
Lily,Whites
Limey,British
Lincoln's Mistake,Blacks
Linthead,Whites
Lit,Lithuanians
Lithwhack,Lithuanians
Little (Black) Sambo,Blacks
Little Brown Buddy,Filipinos
Little Hiroshima,Asians
Litvok,Lithuanians
Liver Lips,Blacks
Liverlips,Blacks
Lizard,Chinese
Lobster,Whites
Lobsterback,British
Loby,Hispanics
Lock,Polish
Locust Eater,Afghans
Lofan,Whites
Lov,Russians
Lowlander,Dutch
Lowrider,Hispanics
Lubricano,Mexicans
Lucius,Blacks
Lugan,Lithuanians
Lugz,Blacks
Luigi,Italians
Lynch-monger,Whites
Ma Se Poes,Blacks
Mac,Scottish
Macaca,Indians
Macaco,Brazilians
Macaquito,Brazilians
Macaroni,Italians
Mackerel Snapper,Irish
MacLord,Whites
Madrasis,Indians
Maggot,Whites
Magila Gorilla,Blacks
Mahout,Indians
Mail-order Bride,Filipinos
Maize-Muncher,Native Americans
Makak,Moroccan
Makaronifresser,Italians
Malabari,Malayali/Indian
Maldito Bori,Puerto Ricans
Mammy,Blacks
Mandingo,Blacks
Mandinka,Blacks
Mango,Hawaiians
Mangosteen,Indians
Mangro-Monkey,Blacks
Manny,Portuguese
Manuel Labor,Mexicans
Mao,Chinese
Mape,Canadians
Maple Leaf Nigger,Canadians
Maple-Sucker,Canadians
Mario,Italians
Maroon,Blacks
Marsh Nigger,Dutch
Marshmallow,Whites
MARTA,Blacks
Martha Stewart,Whites
Mascot,Native Americans
Massa,Whites
Mat Saleh,Whites
Matza-Gobbler,Jews
Matzah,Jews
Mavro/Mav,Blacks
Mayate,Blacks
Mayflower,Whites
Mayonnaise,Whites
McChigger,Mixed Races
McGook,Vietnamese
McKraut,Mixed Races
McNigga,Blacks
McNugget,Scottish
McSpic,Mixed Races
McWop,Mixed Races
MD,Whites
Mead,Irish
Meat Pie,Asians
Meatball,Italians
Mechanical,Blacks
Med Wop,Mediterraneans
Mehi,Mexican
Melanzana,Blacks
Mellanoid,Blacks
Melon Johnny,Blacks
Memetis,Turks
Memphis,Whites
Merkin,Americans
Meshback,Whites
Meshky,Blacks
Mestizo,Hispanics
Mexcrement,Mexicans
Mexi-Ho's,Mexicans
Mexican't,Mexicans
Mexicoon,Mixed Races
Mexijew,Mixed Races
Meximese,Mixed Races
Mi Dang,Blacks
Michelli,Whites
Mick/Mic/Mc,Irish
Midnight,Blacks
Migger,Mexicans
Miguel,Mexicans
Milano,Mixed Races
Milk,Whites
Milk Dud,Blacks
Milkhead,Whites
Milkman,Blacks
Milky,Whites
Mingia,Italians
Mishwa,Blacks
Miss Cleo,Blacks
Missing Tooth,Whites
Missippi Tree Emblem,Blacks
Mississippi Blue Lip,Blacks
Mister Charles,Vietnamese
Mister Charlie,Whites
Miyagi,Asians
Miyate,Blacks
MLK,Blacks
Mo,Mexicans
Mo,Eskimos
Mo And Yo,Blacks
Moanback,Blacks
MOB,Americans
Mocha,Arabs
Mockey,Jews
Mocro,Moroccans
Modern Farm Equipment,Mexicans
Moe,Chinese
Mof/Moffen,Germans
Mohow,Native Americans
Mojack,Icelandics
Mojado,Hispanics
Mojo,Hispanics
Moke,Hawaiians
Molecko Jecko,Egyptians
Monday,Blacks
Mongrel,Mixed Races
Monkey,Blacks
Monkeyboy,Blacks
Mono,Blacks
Montana,Hispanics
Montu,Blacks
Mook,Chinese
Mooliachi,Blacks
Moolie,Blacks
Moolignon,Blacks
Moon Cricket,Blacks
Moon Cricket,Whites
Moor,Arabs
Moose,Koreans
Moosefucker,Canadians
Moron,Mormons
Morta Cristo,Jews
Moses,Jews
Moskal,Russians
Mosquito,Muslims
Mosquito,Jews
Moss Eater,Whites
Mottisa,Blacks
Mountain Monkey,Norwegians
Mouse,Whites
Mow-Mow,Blacks
Mozzie,Muslims
Mr. Big,Blacks
Mr. Bojangles,Blacks
MSG Farmers,Chinese
Muck,Eskimos
Muck,Native Americans
Muckadoo,Blacks
Mucker,Irish
Mud,Mixed Races
Mud Duck,Blacks
Mud Flaps,Blacks
Mud People,Blacks
Mud Shark,Whites
Mud Turtle,Blacks
Mudak,Russians
Mudskipper,Whites
Mudslide,Mexicans
Mufasa,Blacks
Muffin-head,Blacks
Muhammad,Arabs
Muk/Muktuk,Eskimos
Muktuk,Eskimos
Mulan,Chinese
Mule,Hispanics
Mullato,Mixed Races
Mulletard,Whites
Mullethead,Whites
Mulunyan,Blacks
Mung,Vietnamese
Mungen,Chinese
Mungie Cake,Whites
Munt,Blacks
Mupp,Whites
Muppetfucker,Whites
Murray,Maori
Mushu,Asians
Musungu,Whites
Mutt,Mixed Races
Muzzie,Arabs
My Friend!,Indians
Mythmaker,Greeks
N'er,Blacks
N.E.D.,Scottish
N.L.B.,Whites
Naca,Blacks
Nacho,Hispanics
Naco,Hispanics
Nade,Canadians
Naffer,Arabs
NAGA,Blacks
Nagasaki,Japanese
Nagur,Blacks
NAHA,Blacks
Nammer,Vietnamese
Nanner,Blacks
Nanner,Afghans
NAPA,Blacks
Napalm,Vietnamese
Napkin Nigger,Indians
Nappy Head,Blacks
Nappy-headed Ho,Blacks
Narrow Back,Irish
NASA,African Americans
Natasha,Russians
Nate,Native Americans
Nazi,Germans
Neanderthal,Scottish
Neck,Whites
Neechee,Native Americans
Neekeri/Nekru,Blacks
Negative,Blacks
Negress,Blacks
Negro,Blacks
Negroid,Blacks
Negrophiliac,Whites
Nelly,Blacks
Nethead,Hispanics
New York Met,Hispanics
Newfie,Canadians
Newspaper,Mixed Races
Newyorican,Puerto Ricans
NFT,Blacks
Ng,Asians
Ni-ni,Blacks
Niche,Blacks
Nickel Nose,Jews
Nico/a,Nicaraguans
Nig-nog,Blacks
Nigdu,Mixed Races
Niggabyte,Blacks
Niggapotomous,Blacks
Nigger,Blacks
Nigger,Whites
Nigger Digger,Whites
Nigger Magnet,Whites
Nigger mortis,Blacks
Niggerachi,Blacks
Niggerette,Blacks
Niggerican,Mixed Races
Niggerino,Blacks
Niggeroid,Blacks
Nigglet,Blacks
Night Club Bomber,Muslims
Night Fighter,Black
Night-Rider,Whites
Nightcrawler,Blacks
Nightlite,Whites
Niglige,Blacks
Nigloo,Blacks
Nignorant,Blacks
Nigonometry,Blacks
Nigook,Mixed Races
Nigra,Blacks
Nigress,Blacks
Nike,Mixed Races
Niknok,Blacks
Nikon,Asians
Nilla,Whites
Nina,Irish
Nine Iron,Asians
Nineteens (19's),Blacks
Ninja,Asians
Ninja,Blacks
Nink,Chinese
Ninky,Mixed Races
Nip,Japanese
Nip/Nipper,Japanese
Niponese,Japanese
Nipper,Japanese
Nippopotomus,Japanese
Niptai,Mixed Races
Nit,Native Americans
Nitch,Blacks
Nog,Blacks
NOLA,Blacks
Non,Whites
Nonswimmer,Blacks
Nooc,Blacks
Noodle Nigger,Chinese
Nooger,Chinese
Noogin,Norwegians
Norbagge,Norwegians
Nordski,Scandinavians
Nork,North Koreans
Norsk,Norwegians
Norsky,Norwegians
North Mexican,Canadians
November,Blacks
Nubian Princess,Blacks
Number 2,Blacks
Nunga,Australian Aboriginals
Nuprin,Asians
Nurple,Blacks
O.J.,Blacks
O.T.W.,Blacks
Oar Tuggers,Blacks
OBG,Blacks
Ocnod,Arabs
Octoroon,Mixed Races
Ofay,Whites
Off Beat,Whites
Off-White,Mediterraneans
Oil Baron,Arabs
Oil Junky,Americans
Oil Slick,Blacks
Ola,Norwegians
Olaf,Scandinavians
Old Brown Tucker,Blacks
Old Fig,Whites
Olejnik,Slovakians
Olive Nigger,Greeks
Olive-Picker,Greeks
Olympican,Mexicans
Omarosa,Blacks
Onionhead,Urkranians
OPEC,Arabs
Opie,Whites
Oquizi Ohcha,Whites
Orange Picker,Hispanics
Orangie,Dutch
Orb,Blacks
Oreo,Blacks
Oreo,Asians
Oriental,Asian
Orlando,Blacks
Ornamental,Asians
Osama,Arabs
Osrouge,Mixed Races
Otaku,Whites
Othello,Blacks
Oven Magnet,Jews
Oven-Baked,Jews
Oven-Dweller,Jews
Oye,Cubans
Oyebo,Whites
Oz,Australians
P-1,Asians
P. R.,Puerto Ricans
P.L.O.,Arabs
P.O.A.,Blacks
Pac Man,Pakistanis
Pachuco,Mexicans
Paddy,Irish
Paddy Wagon,Irish
Pajama Mamma,Arabs
Pakeha,New Zealanders
Paki,Indians
Pakoniggy,Mixed Races
Pal,Palestinians
Palangi,Whites
Paleface,Whites
Paleostinian,Palestinians
Palesimian,Palestinians
Palewhineian,Palestinians
Palm Beacher,Jews
Palta,Blacks
Pancake,Asians
Pancake,Whites
Panda,Panamanians
Panda Trainer,Chinese
Panface,Chinese
Panhead,Asians
Papa Ganoush,Arabs
Paperbag,Creole
Papolo,Blacks
Paragraph,Hispanics
Paragua,Paraguayans
Paris Hilton,Whites
Parsik,Persians
Pastyface,Whites
Patel,Indians
Patio Primate,Blacks
Patn�,Creole
Patty,Asians
Patty,Whites
Peanut Butter Brother,Arabs
Peasouper,French Canadians
Peckerwood,Whites
Peckin,Whites
Peeled Banana,Asians
Pekka,Finnish
Pelu-ano,Peruvians
Pen and Ink,Chinese
Pendos,Greeks
Penny Chaser,Jews
Penny-Pincher,Jews
Pepik,Czechs
Pepper,French Canadians
Pepperbelly,Hispanics
Pepsi,French Canadians
Perm Sperm,Whites
Perogy,Ukrainians
Persuasion,Whites
Peter Pan/Tinkerbell,Dutch
Petrol Sniffers,Australian Aboriginals
Petrolera,Whites
Petrolero,Hispanics
Petrovich,Slovakians
Pez Dispenser,Blacks
Phlegm,Belgians
Pickaninny,Blacks
Pie Face,Eskimos
Piffke,Germans
Pig-fucker,Whites
Pigger,Pakistanis
Pigmently-Challenged,Whites
PIGS,Mediterraneans
Pikachu,Japanese
Pikajew,Mixed Races
Pikey,Gypsies
Pilgrim,Whites
Pindos,Americans
Pindunderjip,Indians
Pine Sol,Blacks
Pine Tree Ornament,Blacks
Pineapple,Blacks
Pineapple,Filipinos
Pineapple Lump,Asians
Pineapple Nigger,Hawaiians
Pineback,Canadians
Pinewood,Whites
Piney,Whites
Ping Pong,Chinese
Ping-pang,Asians
Pink Toe,Whites
Pink-Heel,Blacks
Pinkaloid,Whites
Pinko,Russians
Pinky,Whites
Pinky Poop,Mixed Races
Pinocchio,Jews
Pinto,Mixed Races
Pipe Blower,Scottish
Piper,Scottish
Pit,Blacks
Pizdaglaz,Asians
Pizza,Jews
Pizza Nigger,Italians
Pizzabagel,Mixed Races
Plantain,Dominicans
Plastic Paddy,Irish
Platano Power,Dominicans
Plate Tossers,Asians
Platneus,Blacks
Pleb,Whites
Plow Jockey,Blacks
Po'bucker,Whites
Po-Bean,Hispanics
POC,Blacks
Pocho,Hispanics
Pocky,Japanese
Pogue,Irish
Pohm,British
Poi-belly,Hawaiians
Point-Six (.6),Blacks
Pointy-Head,Asians
Pokemon,Japanese
Polar Bear,Whites
Polarican,Mixed Races
Pole,Polish
Polentone,Italians
Polexican,Mixed Races
Pollo,Hispanics
Polock/Polak,Polish
Polski,Polish
Pome,British
Pontiac,Blacks
Poo,Blacks
Pookie,Blacks
Pool-digger,Mexicans
Poon,Hindus
Pooty,Whites
Popolo,Blacks
Popov,Russians
Poppin Fresh,Whites
Popular Science,Jews
Porch Honkey,Whites
Porch Monkey,Blacks
Pork and Cheese,Portuguese
Pork-chop,Portuguese
Porky,Jews
Poro,Finnish
Porqin,Puerto Ricans
Porridge Wog,Scottish
Portagee,Portuguese
Portajew,Mixed Races
Portawop,Mixed Races
Portugoose,Portuguese
Post It,Asians
Pot-Licker,Irish
Potato,Mexicans
Potato Breath,Irish
Potato Head,Irish
Potato Nigger,Irish
Potato Queen,Asians
Potato-Eater,Irish
Poutine,French Canadians
Pow Wow,Native Americans
Powder,Whites
Powdered Donut,Whites
Powerpoint,Asians
Prairie Nigger,Native Americans
Prapper,Blacks
Pretendian,Native Americans
Pretzel,Blacks
Prieto,Blacks
Prigger,Canadian Aboriginals/Native Canadians
Primate,Blacks
Printer,Whites
Proddy,Irish
Property,Blacks
Protractor,Asians
Provo,Irish
Provolone,Italians
Pube Face,Arabs
Pube Head,Blacks
Pubie,Blacks
Puck,Canadians
Puck-Chaser,Canadians
Puckhead,Canadians
Puckstop,Americans
Pudden,English
Puddle Duck,Blacks
Puerto Grecan,Mixed Races
Puerto Potty,Puerto Ricans
Puika,Latvians
Puke,Mixed Races
Pull-Start,Indians
Pumpkinhead,Asians
Punjab,Indians
Pus,Whites
Push-Button,Indians
Pusher-Man,Blacks
Pute,Whites
PWT,Whites
Pyramid-Fucker,Egyptians
Q-Tip Head,Arabs
Quadroon,African Americans
Quarter Jockey,Asians
Quashee,Blacks
Queeb,French Canadians
Queue Warmer,Australian Aboriginals
Rab,Arabs
Rabbit,Whites
Rabiz,Armenians
Race-Traitor,Mixed Races
Racial Slurry,Mixed Races
Racially-Challanged,Non-Whites
Racoon,Arabs
Rad,Russians
Radish,Native Americans
Rafter,Cubans
Rag,Filipinos
Rag-head,Arabs
Ragoona,Blacks
Ragu,Italians
Rail-Hopper,Chinese
Railer,Chinese
Raisin,Asians
Raisinhead,Blacks
Rake,Somalians
Random,Asians
Rangoon,Asians
Raq-Coon,Arabs
Rasian,Asians
Rasputin,Russians
Rasta Fazoul,Mixed Races
Raw Chicken,Whites
Re-nigg,Blacks
Recyclables,Whites
Red,Native Americans
Red,Russians
Red,Chinese
Red Beard,Whites
Red Coat,British
Red Monkey,Chinese
Red Nigger,Native Americans
Red Sea Pedestrian,Jews
Redbone,Blacks
Redface,Albanians
Redneck,Whites
Redskin,Native Americans
Ref,Hispanics
Reggie,Blacks
Reggin,Blacks
Reggina,Blacks
Remote Control,Blacks
Reset,Indians
Reverse Oreo,Whites
Rhythmless Nation,Whites
Ric,Whites
Rice Ball,Asians
Rice Burner/Rice Rocket,Asians
Rice Cracker,Mixed Races
Rice Cracker,Whites
Rice King,Whites
Rice Nigger,Asians
Rice-Chaser,Whites
Rice-Cooker,Asians
Rice-Eater,Asians
Rice-Paddy,Asians
Rice-Picker,Asians
Rico Suave,Hispanics
Rifle-Dropper,French
Rigger,Russians
Ringo,English
Ritz Cracker,Whites
River Nigger,Mexicans
River-Crosser,Hispanics
Rizzo,Italians
Rjeindeer-Fjucker,Norwegians
Roach,Mexicans
Roach,Blacks
Roach-Rancher,Arabs
Roadblock,Mexicans
Rock,Blacks
Rock Ape,Australian Aboriginals
Rock Spider,Whites
Rock-Chucker,Arabs
Rockfish,Blacks
Rod,Polish
Roid,Blacks
ROK,Koreans
Rolling Stones,Montenegrians
Rom,Romanians
Roma,Romanians
Roman Candle,Arabs
Roo,Australians
Roo,Mixed Races
Roof Rabbit Killer,Chinese
Roofucker,Australians
Rooineck,British
Rooinek,British
Rook,Russians
Rope-Head,Blacks
Rope-Straightener,Blacks
Rosbif,British
Rosuke,Russians
Round-Eye,Whites
Round-face,Slovakians
Royal Hawaiian,Blacks
RSDB,This Site
Rubberhead,Canadians
Rube,Whites
Ruble Head,Russians
Rufus,Blacks
Rug Merchant,Arabs
Rug Pilot,Arabs
Rug-Rider,Arabs
"Runs, The",Blacks
Ruskie,Russians
Russian Swede,Finnish
Rutabaga,Swedes
R�stifresser,Swiss
Saf,South Africans
Safe,Blacks
Sailor,Blacks
Salami,Italians
Salmon Cruncher,Native Americans
Salmon Nigger,Native Americans
Salt-Prick,South Africans
Saltine,Whites
Saltwater Nigger,Cubans
Salty,Cubans
Sam,Somalians
SAM,Mexican
Sambo,Indians
Sambo,Blacks
Sammie,Somalians
San,Blacks
Sanchez,Hispanics
Sand Flea,Arabs
Sand Groper,Australians
Sand Kisser,Arabs
Sand Monkey,Arabs
Sand Moolie,Arabs
Sand Nigger,Arabs
Sand Rat,Arabs
Sand Scratcher,Arabs
Sandies,Arabs
Sandy,Arabs
Sandy Crockett,Arabs
Sanford,Blacks
Sanjay,Indians
Sanyika,Hungarians
SARS,Chinese
Sassenach,English
Satchmo,Blacks
Saupreiss,Germans
Savage,Native Americans
SAW,Whites
Sayeedi/Saeedi,Egyptians
SBH,Asians
SCAB,Americans
Scalper,Native Americans
Scandie,Scandinavians
Scap,Mixed Races
Scat,Blacks
Sceptic,Americans
Scheiss-Ami,Americans
Schemie,Scottish
Schiptar,Albanians
Schleu,Germans
Schlitzauge,Asians
Schluchtenscheisser,Austrians
Schmeisser,Germans
Schwartza,Blacks
Schwarzenigger,Blacks
Schwarzie,Blacks
Schwoogie,Blacks
Scooby Doo,Jews
Scotch,Scottish
Scotty,Scottish
Scrap,Mexicans
Scratch-Back,Hispanics
Scrob,Icelanders
Sea Jew,Norwegians
Sea Monkey,Pacific Islanders
Seagull,Filipinos
Seal-Clubber,Native Americans
Seal-Fucker,Canadians
Seaweed-Sucker,Asians
Seinfeld,Jews
Self-Chosen,Jews
Semi-Simian,Blacks
Semihole,Native Americans
Seoul Man,Koreans
Seppo,Americans
Seppo/Zeppo,Americans
Septic,Americans
Septic Tank,Americans
Septic/Sherman,Americans
Serial Killer,Whites
Serpent,Whites
Sexican,Hispanics
SFA,Americans
Shackle Dragger,Australians
Shade,Blacks
Shadow,Blacks
Shadow-Smurf,Blacks
Shaft,Blacks
Shaka Zulu,Blacks
Shamrock Nigger,Irish
Shant,Irish
Sheeny,Jews
Sheep Dip,Whites
Sheep-Shagger,Welsh/Scottish
Sheepie,New Zealanders
Sheethead,Whites
Sheister,Jews
Shiksa,Whites
Shillelagh-Hugger,Irish
Shine/Shiner,Blacks
Ship-wrecked Mexican,Puerto Ricans
Shipping Cargo,Blacks
Shiptar,Albanians
Shit Hand,Arabs
Shit Palm,Whites
Shit-Eater,Germans
Shit-Kicker,Whites
Shit-Slinger,Blacks
Shitheel,Blacks
Shitskin,Blacks
Shnozzle,Jews
Shoe,Dutch
Shoe Shiner,Blacks
Shonnicker,Jews
Shoobie,Canadians
Shovel,Bosnians
Shovel-Head,Koreans
Shuffalong,Blacks
Shvartz,Blacks
Shvatsa,Blacks
Shvooga,Blacks
Shylock,Jews
Sid,Irish
Silver-tip,Swedes
Silverback,Blacks
Silvery,Blacks
Simian,Blacks
Simpson,Asians
Sir Mix A Lot,Blacks
Siwash,Native Americans
Six,Blacks
Six Point(er),Jews
Six-nose,Jews
Six-Weeker,French
Sixer,Blacks
Skel/Skell,Whites
Ski,Somalians
Skier,Polish
Skillet,Blacks
Skimo,Eskimos
Skinflint,Blacks
Skinhead,Whites
Skinny,Somalians
Skip,Australians
Skippy Poofter,Australians
Skunk,Mixed Races
Slackjaw,Whites
Slant,Asians
Slantey-eye'd,Asians
Slave,Blacks
Slave Ships,Blacks
Sleeper Cell,Arabs
Sleepwalker,Asians
Sleestack,Blacks
Slide,Blacks
Slim,Somalians
Slim Shady,Whites
Slingshot,Palestinians
Slit,Asians
Sloat,Vietnamese
Slope,Asians
Slope Head,Asians
Slot Machine,Asian
Slurpee,Arabs
Slurpee Jockey,Indians
Slurpee Nigger,Arabs
Slushee-Slinger,Arabs
Smack,Asians
Smigger,Blacks
Smoke,Blacks
Smoke Jumper,Whites
Smoke-Signal,Native Americans
Smoked Irish,Blacks
Smokefoot,Blacks
Smokestack,Blacks
Smokey,Blacks
Smore,Samoans
Snail-Snapper,French
Snake,Whites
Snake Charmer,Arabs
Sneakers,Blacks
Snicker Licker,Whites
Snigger,Arabs
Snigger,Blacks
Snipcock,Jews
Snipes,Blacks
Snob,Blacks
Snow,Whites
Snow Bird,Canadians
Snow Bird,Jews
Snow Chink,Eskimos
Snow Monkey,Canadians
Snow Nigger,Eskimos
Snowback,Canadians
Snowblower,Eskimos
Snowflake,Blacks
Snowflake,Jews
Snowflake,Whites
Snowfrogs,French Canadians
Snowman,Whites
Soak,Mexicans
Soap Dodger,French
Socket Face,Asians
Sodbuster,Americans
Soggy Cracker,Mixed Races
Sole,Samoan
Somppu,Somalians
Son,Blacks
Sooty,Blacks
Sortarican,Puerto Ricans
Soul Food,Blacks
Soup,Mixed Races
Southern Windchime,Blacks
Soutpiel,English
Soy Sauce,Asians
Soyback,Asians
Spabook,Blacks
Spade,Blacks
Spaghetti Vender,Italians
Spaghetti-Slurper,Italians
Spaghetti-Twister,Italians
Spaghetto,Italians
Spanglish,Hispanics
Spear-Chucker,Blacks
Spec,Hispanics
Special Meal,Jews
Speed Demon,Hispanics
Spegro,Mixed Races
Spew,Mixed Races
Spic,Hispanics
Spic and Span,Hispanics
Spicaninny,Mexicans
Spice Rubber,Indians
Spicet Fence,Mexicans
Spickaboo,Mixed Races
SpicNic,Hispanics
Spicracker,Mixed Races
Spicy Cracker,Mixed Races
Spider,Italians
Spigger,Mixed Races
Spike,Mixed Races
Spink,Mixed Races
Spivic,Hispanics
Spizzician,Mixed Races
Splib,Blacks
Spliv,Blacks
Spoda,Blacks
Sponge Head,Blacks
Spook,Blacks
Spoon,Blacks
Spoonbill,Blacks
Spoonhead,Cardassians
Spota,Blacks
Spread,Mexicans
Sprout,Belgians
Spruce Monkey,Native Americans
Spud,Irish
Spudnigger,Irish
Sputnik,Russians
Squanto,Native Americans
Squarehead,Scandanavians
Squarehead,Albanians
Squaw,Native Americans
Squaw Hopper,Native Americans
Squint,Asians
Stable Boy,Croats
Stacks,Blacks
Stallion,Italians
Stan,Arabs
Stein,Jews
Stepn Fetchit,Blacks
Still,Falkland Islanders
Stinkian,Armenians
Stormwatcher,Whites
Stovelid,Blacks
Stovepipe,Blacks
Strange Fruit,Blacks
Strap Hangers,Blacks
Street Cheetah,Blacks
Stump/Tree Jumper,Whites
Sub-Human,Blacks
Sudaca,South Americans
Suddha,Whites
Sun Goblin,Arabs
Sunarefa,Arabs
Sunny Side Up,Asians
Suntan,Blacks
Superfly,Pacific Islanders
Surrender Monkeys,French
Suspect,Blacks
Svenne,Swedes
Swami,Indians
Swamp Donkey,Blacks
Swamp Kike,Cajuns
Swamp Yankee,Americans
Swamp-Runner,Blacks
Swamper,Blacks
Swan,Whites
Swap,Mixed Races
Sway,Blacks
Sweaty,Blacks
Sweaty Sock,Scottish
Swedish Meatball,Swedes
Sweetback,Blacks
Swine,Whites
Swinger,Blacks
Swirlie,Mixed Races
Tab,Asians
Tabeetsu,Whites
Table Face,Asians
Taco,Hispanics
Taco Bender,Hispanics
Taco Jockey,Mexicans
Taco Nigger,Hispanics
Taco Shell,Whites
Tad Pole,French
Taffy,Welsh
Tagger,Blacks
Tai-chink,Asians
Taig,Irish
Tailless Monkeys,Filipinos
Tamale,Hispanics
Tans,British
TAP,Americans
TAP,Taiwanese
Tape Head,Asians
Tar Baby,Blacks
Taran,Romanians
Target,Iraqis
Target,Indians
Taro,Polynesians
Tater Tot,Irish
Taxi,Asians
Taxi Driver,Indians
Tea-wop,British
Teabag,British
Ted Stevens,Blacks
Tee-Pee Creeper,Native Americans
Termite,Whites
Terr-ab,Arabs
Terrence,Blacks
Terrone,Italians
Terrorist,Arabs
Test-Taker,Asians
Tetris,Russians
Tex-mex,Mexicans
Texican,Mexicans
Thank You Come Again,Indians
The Element,Blacks
The Missing Link,Blacks
Thick Lips,Blacks
Thick Mick,Irish
Thief,Blacks
Thin-Eyed,Asians
Thing-a-manigger,Blacks
Thirty-Six-Thirty (36-30),Blacks
Thistle Arse,Scottish
Three-Fifth (3/5),Blacks
Thug,Whites
Thumper,Blacks
Tibbs,Blacks
Tibla,Russians
Tico,Costa Ricans
Tifuti,Blacks
Tiger,Mixed Races
Tigger,Blacks
Timber Nigger,Native Americans
Tinty,Asians
Tiny,Asians
Tiny Tim,Whites
Tipi Tom,Native Americans
Tira-flecha,Latin Americans
Tire-Hugger,Mexicans
Tizzun,Blacks
TNT,Filipinos
Toad,French
Toad,Blacks
Toboggan,Trinidadians
Toby,Blacks
Toilet Swimmer,Blacks
Tojo,Japanese
Token,Blacks
Tokenbump,Blacks
Tom Robinson,Blacks
Tomahawk-Chucker,Native Americans
Tomahonky,Native Americans
Tomato Picker,Hispanics
Tommy,British
Tonk,Mexicans
Tonto,Native Americans
Tony,Italians
Tony Soprano,Italians
Tootsie Rolls,Blacks
Tornado Bait,Whites
Tory,Irish
Toubob,Whites
Toucan Sam,Jews
Tounge-Clicker,Blacks
Towel-head,Arabs
Towlie,Arabs
TP,Pakistanis
TPT,Whites
Trail Nigger,Native Americans
Trailer Trash,Whites
Trash,Whites
Tree Hockey,Blacks
Tree Ornament,Blacks
Tree-Jumper,Blacks
Tree-Looper,Whites
Tree-Swinger,Blacks
Triad,Asians
Triathlete,Mexicans
Trigger,Blacks
Tripod,Blacks
Triscuit,Whites
Trisket,Mixed Races
Trog,Whites
Tsinker,Thais
Tuft,Greeks
Tuna,Portuguese
Tundra Nigger,Native Americans
Tunnel Digger,Vietnamese
Tunnel Rat,Vietnamese
Tupperware Head,Austrians
Turbinator,Indians
Turco,Arabs
Turf-Cutter,Irish
Turkey,Whites
Turkey Sandwich,Turkish
Turkish Axe,Turks
Turtleneck,French
Tuskan Raider,Arabs
Tusken,Somalians
Tusken Raider,Arabs
Tutsoon/Tootsoon,Blacks
Twink,Taiwanese
Twinkie,Asians
Twister Fodder,Americans
Two Stroke,Asians
TWO-TONE,Mixed Races
Tycoon,Blacks
Tyrone,Blacks
Tyvek,Blacks
Ubangi,Blacks
Uda,Spanish
UFO,Asians
Uke,Ukrainians
Ukey,Ukrainians
Umlungu,Whites
Uncle Ben,Blacks
Uncle Ben's Boys,Vietnamese
Uncle Daddy,Whites
Uncle Scam,Americans
Uncle Tom,Blacks
Underbite,Koreans
Unemployus Africanus,Blacks
Uni-brow,Greeks
Upsurt,Bulgarians
Urban Turban,Arabs
Urkel,Blacks
Uzbek,Asians
Vacuum Cleaner,Blacks
Vamp,Whites
Vanilla,Whites
Vanilla Asian,Russians
Vanilla Coke,Blacks
Vanilla Gorilla,Blacks
Vanilla Ice,Whites
Vato,Mexicans
VC,Asians
Vegemite,Australian Aboriginals
Velcro-head,Blacks
Verbes,Romanians
Viceroy,Japanese
Victor Charlie,Vietnamese
Viet Cong,Vietnamese
Vike,Scandinavians
Viking,Norwegians
Vinegar,Mixed Races
Vink,Vietnamese
Vinny Del,Blacks
Vlade,Serbs
Vlah,Serbs
Vodka Nigger,Russians
Vodkalky,Russians
Volkswagen,Germans
Voodoo,Blacks
Voons,Hatians
W.O.G.,Hispanics
Wab,Hispanics
Wadie,Mexicans
Wadjyla,Whites
Waffle,Belgians
Wagon-Burner,Native Americans
Wahoo,Native Americans
Wailer,Jamaicans
Waki,Pakistanis
Waki Paki,Pakistanis
Walking Carpet,Armenians
Wallione,Italians
WAM,Whites
Wandering Jew,Jews
Wang Chung,Asians
Wanian,Lithuanians
Wanker,British
Wankster,Whites
WAP,Whites
Wapanese,Whites
War Whoop,Native Americans
Washisho,Whites
Wasian,Whites
Wasp,Whites
Water Buffalo,Blacks
Watermelon,Blacks
Watermelon,Guatemalans
Waverunner,Asians
Wayans,Blacks
Weaner,Whites
